case_id,setting,subject,subject_id,target_new,target_true,avg_new_dominance_generation,avg_true_dominance_generation,avg_dominance_diff_generation,relation_id,popularity_score,avg_conflict_pos,avg_true_dominance_generation_bucket_k3,avg_new_dominance_generation_bucket_k3,avg_dominance_diff_generation_bucket_k3,avg_conflict_pos_bucket_k3
493,neutral_new,Vancouver Symphony Orchestra,Q602381,Pakistan,Canada,0.05,0.4567,0.4067,P495,18,0.006811,3,1,3,2
503,neutral_new,Mark Visentin,Q3048335,midfielder,goaltender,0.6889,0.0,-0.6889,P413,8,0.0,1,3,1,1
556,neutral_new,Jennifer Hudson,Q192410,French,English,0.5333,0.0333,-0.5,P1412,2649,0.001597,1,2,2,1
641,neutral_new,Ilta-Sanomat,Q1001384,Spanish,Finnish,0.2909,0.1879,-0.103,P407,19,0.001463,2,1,2,1
679,neutral_new,Isidor Philipp,Q105655076,Geneva,Paris,0.75,0.05,-0.7,P20,0,0.001888,1,3,1,1
879,neutral_new,Kim Myhr,Q11980653,Iraq,Norway,0.75,0.0,-0.75,P27,1,0.0,1,3,1,1
903,neutral_new,Gregory of Nazianzus,Q44011,cardinal,bishop,0.35,0.1167,-0.2333,P39,214,0.0,1,2,2,1
941,neutral_new,South Boston,Q1759693,Alaska,Boston,0.2533,0.16,-0.0933,P131,201,0.000324,2,1,2,1
1174,neutral_new,Alta Verapaz Department,Q504637,English,Spanish,0.3778,0.0222,-0.3556,P37,19,0.0,1,2,2,1
1240,neutral_new,Mount Rose (Nevada),Q8526141,Texas,Nevada,0.225,0.4333,0.2083,P131,23,0.001801,3,1,3,1
1326,neutral_new,Johanne Luise Heiberg,Q272246,Tamil,Danish,0.4833,0.0167,-0.4667,P1412,13,0.0,1,2,2,1
1360,neutral_new,Freddie Keppard,Q490080,funk,jazz,0.4,0.1556,-0.2444,P136,15,0.008092,2,2,2,2
1459,neutral_new,Browning Nagle,Q4976571,midfielder,quarterback,0.5667,0.0,-0.5667,P413,35,0.0,1,2,1,1
1478,neutral_new,Demonic Resurrection,Q5256257,Rome,Mumbai,0.8444,0.0,-0.8444,P740,15,0.0,1,3,1,1
1484,neutral_new,Battle of the Menin Road Ridge,Q4872951,Atlanta,Belgium,0.6889,0.0,-0.6889,P276,23,0.0,1,3,1,1
1495,neutral_new,James Buchanan,Q12325,Toronto,Lancaster,0.6833,0.0,-0.6833,P20,2883,0.0,1,3,1,1
1503,neutral_new,Mike Liut,Q328821,midfielder,goaltender,0.6222,0.0,-0.6222,P413,46,0.0,1,3,1,1
1513,neutral_new,Liverpool Range,Q1633267,Ireland,Australia,0.6533,0.08,-0.5733,P17,7,0.000577,1,3,1,1
1601,neutral_new,Suddenly Susan,Q643894,jazz,sitcom,0.4167,0.0,-0.4167,P136,266,0.000198,1,2,2,1
1734,neutral_new,Luigi Snozzi,Q117448,Singapore,Switzerland,0.6133,0.0,-0.6133,P27,4,0.0,1,3,1,1
1780,neutral_new,Cardiff City Ladies F.C.,Q372196,Hayward,Cardiff,0.2533,0.2133,-0.04,P159,35,0.0,2,1,3,1
1803,neutral_new,TU Wien,Q689400,Birmingham,Vienna,0.1476,0.5619,0.4143,P159,76,0.0,3,1,3,1
1815,neutral_new,Honinbo Shuei,Q5896202,Syria,Japan,0.4095,0.181,-0.2286,P27,0,0.000616,2,2,2,1
1819,neutral_new,Mount Stephenson,Q6923858,Europe,Antarctica,0.6,0.1067,-0.4933,P30,7,0.010537,1,3,2,2
1877,neutral_new,"Kapuso Mo, Jessica Soho",Q12965797,Australia,Philippines,0.3,0.0833,-0.2167,P495,53,0.001963,1,1,2,1
2210,neutral_new,Pavol Demitra,Q363628,Belgium,Slovakia,0.6133,0.0,-0.6133,P27,105,0.0,1,3,1,1
2302,neutral_new,Campania,Q1438,Brussels,Naples,0.3556,0.1111,-0.2444,P36,1194,0.000369,1,2,2,1
2349,neutral_new,Pablo Honey,Q221241,Hindi,English,0.2267,0.04,-0.1867,P364,558,0.0,1,1,2,1
2352,neutral_new,Van der Valk,Q101439927,French,English,0.52,0.0933,-0.4267,P364,0,0.000977,1,2,2,1
2481,neutral_new,Mauro Zani,Q714290,French,Italian,0.6167,0.0667,-0.55,P1412,0,0.013053,1,3,1,2
2587,neutral_new,Jeanne Lamon,Q539291,piano,violin,1.0,0.0,-1.0,P1303,7,0.000664,1,3,1,1
2674,neutral_new,Seattle International Film Festival,Q2399132,Sheffield,Seattle,0.2556,0.3667,0.1111,P276,48,0.0,3,1,3,1
2824,neutral_new,"Braddock, Cornwall",Q4954451,Queensland,Cornwall,0.35,0.5,0.15,P131,2,0.008783,3,2,3,2
2857,neutral_new,Google Now,Q79564,Microsoft,Google,0.1176,0.7529,0.6353,P178,73,0.004112,3,1,3,1
2878,neutral_new,Sony Alpha 99,Q402211,Triumph,Sony,0.2556,0.2444,-0.0111,P176,21,0.000324,2,1,3,1
2932,neutral_new,Moi International Sports Centre,Q1385710,Israel,Kenya,0.52,0.08,-0.44,P17,101,0.0,1,2,2,1
3102,neutral_new,Dospat Municipality,Q2715784,Philippines,Bulgaria,0.8083,0.0583,-0.75,P17,1,0.007814,1,3,1,2
3161,neutral_new,Nintendo Software Planning & Development,Q2054310,London,Kyoto,0.0833,0.0333,-0.05,P159,52,0.0,1,1,3,1
3193,neutral_new,Johnny Unitas,Q716029,midfielder,quarterback,0.4667,0.1926,-0.2741,P413,1047,0.0,2,2,2,1
3288,neutral_new,RioCan Real Estate Investment Trust,Q13529475,London,Toronto,0.5333,0.0,-0.5333,P159,17,9.9e-05,1,2,1,1
3333,neutral_new,Mario Monti,Q47904,Japan,Italy,0.4148,0.1333,-0.2815,P27,186,0.000706,2,2,2,1
3451,neutral_new,VASKhNIL,Q472795,Spanish,Russian,0.3867,0.0533,-0.3333,P37,7,0.001046,1,2,2,1
3485,neutral_new,Heartbreak High,Q122314218,Norway,Australia,0.3778,0.0,-0.3778,P495,0,0.0,1,2,2,1
3522,neutral_new,MacApp,Q6721707,Microsoft,Apple,0.6533,0.0533,-0.6,P178,12,3.3e-05,1,3,1,1
3544,neutral_new,Wolfgang Sawallisch,Q61205,guitar,piano,0.75,0.1,-0.65,P1303,20,0.003189,1,3,1,1
3559,neutral_new,Peter Arnett,Q142025,actor,journalist,0.5667,0.0,-0.5667,P106,108,0.000265,1,2,1,1
3641,neutral_new,David Wagoner,Q5240765,actor,poet,0.7,0.0,-0.7,P106,13,0.0,1,3,1,1
3718,neutral_new,Windows Vista,Q11230,Apple,Microsoft,0.1722,0.4167,0.2444,P178,1281,0.000192,3,1,3,1
3764,neutral_new,Arun Krushnaji Kamble,Q3630679,Islam,Buddhism,0.6267,0.04,-0.5867,P140,5,0.001572,1,3,1,1
3841,neutral_new,CPP Investment Board,Q5013693,Oslo,Toronto,0.4,0.1333,-0.2667,P159,183,0.0,2,2,2,1
3863,neutral_new,The Exploited,Q117684,Olympia,Edinburgh,0.0,0.0,0.0,P740,324,0.0,1,1,3,1
4004,neutral_new,Max Jacob,Q156214,German,French,0.7111,0.0,-0.7111,P103,65,0.000135,1,3,1,1
4056,neutral_new,Shmuel Ashkenasi,Q321539,guitar,violin,0.7833,0.0,-0.7833,P1303,6,0.001737,1,3,1,1
4102,neutral_new,Sacramento Convention Center Complex,Q574140,Queensland,California,0.0944,0.2944,0.2,P131,11,0.0,2,1,3,1
4134,neutral_new,Pesisir Selatan,Q6065,Hungary,Indonesia,0.1,0.4867,0.3867,P17,9,0.0,3,1,3,1
4229,neutral_new,Ludovico Einaudi,Q83182,trumpet,piano,0.5067,0.1333,-0.3733,P1303,1069,0.000541,2,2,2,1
4377,neutral_new,Joanne Malar,Q3808571,Israel,Canada,0.2364,0.3758,0.1394,P27,9,0.02555,3,1,3,2
4385,neutral_new,Afghan Transitional Administration,Q4689103,Honolulu,Kabul,1.0,0.0,-1.0,P36,241,0.0,1,3,1,1
4528,neutral_new,Helsinki City Transport,Q1433158,WWE,Helsinki,0.1636,0.303,0.1394,P127,4,0.0,2,1,3,1
4649,neutral_new,Spendrups,Q3335289,Dallas,Sweden,0.5067,0.1067,-0.4,P159,18,0.0,1,2,2,1
4727,neutral_new,Balochistan,Q163239,Europe,Asia,0.07,0.4733,0.4033,P30,1268,0.001405,3,1,3,1
4737,neutral_new,Dakor,Q912576,Manitoba,Gujarat,0.7,0.0,-0.7,P131,0,0.0,1,3,1,1
4812,neutral_new,Vantaa,Q127623,Antarctica,Europe,0.225,0.4875,0.2625,P30,164,0.000155,3,1,3,1
4949,neutral_new,Piove di Sacco,Q34317,Mexico,Italy,0.163,0.4333,0.2704,P17,5,0.000868,3,1,3,1
4972,neutral_new,High Level Shader Language,Q559519,IBM,Microsoft,0.6,0.0,-0.6,P178,74,0.0,1,3,1,1
5043,neutral_new,Sonic Underground,Q1535979,Japan,France,0.5111,0.0222,-0.4889,P495,288,0.000287,1,2,2,1
5184,neutral_new,Ljig,Q1252490,Ukraine,Serbia,0.8444,0.0,-0.8444,P17,0,0.0,1,3,1,1
5210,neutral_new,Rififi,Q1856418,India,France,0.4667,0.04,-0.4267,P495,279,0.0,1,2,2,1
5269,neutral_new,Abraham Blooteling,Q329791,Paris,Amsterdam,0.9556,0.0,-0.9556,P937,2,0.0,1,3,1,1
5305,neutral_new,TNK-BP,Q2298901,Montreal,Moscow,0.5333,0.0,-0.5333,P159,46,0.0,1,2,1,1
5331,neutral_new,Andreas Embirikos,Q497035,lawyer,poet,0.8,0.0,-0.8,P106,11,0.0,1,3,1,1
5359,neutral_new,"Hope and Anchor, Islington",Q15225054,Moscow,London,0.1579,0.5228,0.3649,P276,26,0.000933,3,1,3,1
5440,neutral_new,Southampton Castle,Q7569104,Alberta,Southampton,0.3333,0.1333,-0.2,P131,13,0.0,2,2,2,1
5528,neutral_new,Mahmud al-Hasan,Q6734522,Buddhism,Islam,0.68,0.08,-0.6,P140,1,0.003956,1,3,1,1
5596,neutral_new,Sesamstraat,Q2410485,Swedish,Dutch,0.32,0.3533,0.0333,P407,24,0.000302,3,2,3,1
5914,neutral_new,Schytt Glacier,Q3372454,Europe,Antarctica,0.6,0.2667,-0.3333,P30,0,0.008755,2,3,2,2
5973,neutral_new,Contell Glacier,Q5164934,Africa,Antarctica,0.5333,0.1778,-0.3556,P30,0,0.007706,2,2,2,2
6050,neutral_new,Bernardo Reyes,Q2159676,Denmark,Mexico,0.6333,0.1,-0.5333,P27,36,0.0,1,3,1,1
6052,neutral_new,Alfred L. Kroeber,Q311538,philosophy,anthropology,0.4133,0.1333,-0.28,P101,121,0.0,2,2,2,1
6058,neutral_new,Far East Organization,Q4676212,Chicago,Singapore,0.4556,0.0111,-0.4444,P159,52,0.0,1,2,2,1
6142,neutral_new,Nelida Lobato,Q6989976,England,Argentina,0.6,0.0,-0.6,P27,5,0.0,1,3,1,1
6144,neutral_new,Cunter,Q22549332,Guatemala,Switzerland,0.419,0.0286,-0.3905,P17,5,4.3e-05,1,2,2,1
6212,neutral_new,Christiane Taubira,Q268675,Spanish,French,0.64,0.1067,-0.5333,P103,48,0.0,1,3,1,1
6226,neutral_new,Outlook.com,Q219136,Mobile,Microsoft,0.0978,0.5333,0.4356,P127,1989,0.000112,3,1,3,1
6268,neutral_new,Cadillac V-16,Q1025261,Nintendo,Cadillac,0.2,0.3778,0.1778,P176,153,0.000885,3,1,3,1
6299,neutral_new,2020 Summer Olympics,Q181278,England,Tokyo,0.1889,0.3111,0.1222,P276,1318,0.0,2,1,3,1
6387,neutral_new,Brut y Tywysogion,Q2357256,Thai,Welsh,0.0952,0.5333,0.4381,P407,11,0.00087,3,1,3,1
6486,neutral_new,Charles Louis Alphonse Laveran,Q189006,Hamburg,Paris,0.5556,0.0,-0.5556,P20,24,0.0,1,2,1,1
6504,neutral_new,Cold Case,Q733960,MTV,CBS,0.0,0.0,0.0,P449,1073,,1,1,3,
6555,neutral_new,Apple Bandai Pippin,Q621312,Yahoo,Apple,0.3,0.2556,-0.0444,P178,37,0.0,2,1,3,1
6652,neutral_new,Jake Rudock,Q19665946,midfielder,quarterback,0.5333,0.0,-0.5333,P413,48,0.0,1,2,1,1
6656,neutral_new,Road Rules,Q3074,NBC,MTV,0.0,0.0,0.0,P449,17,,1,1,3,
6657,neutral_new,Napoleon III,Q7721,Hamburg,Paris,0.2333,0.05,-0.1833,P937,11731,0.0,1,1,2,1
6683,neutral_new,The New Normal,Q498265,MTV,NBC,0.4667,0.0667,-0.4,P449,200,0.002235,1,2,2,1
6940,neutral_new,Ahmad Zahir,Q195522,Wellington,Kabul,0.2,0.0,-0.2,P19,110,0.0,1,1,2,1
6961,neutral_new,rutile,Q193521,Cuba,red,0.1381,0.4238,0.2857,P138,465,0.0,3,1,3,1
7008,neutral_new,TorqueFlite,Q7826788,Nintendo,Chrysler,0.6,0.0222,-0.5778,P176,176,0.0,1,3,1,1
7095,neutral_new,Porsche 911 GT3,Q219357,Apple,Porsche,0.2148,0.2704,0.0556,P176,2113,0.000307,2,1,3,1
7242,neutral_new,Nikolai Myaskovsky,Q312778,English,Russian,0.4571,0.0762,-0.381,P1412,51,0.001677,1,2,2,1
7319,neutral_new,Sextus Pompeius Festus,Q302723,Russian,Latin,0.8333,0.0,-0.8333,P1412,23,0.0,1,3,1,1
7354,neutral_new,Sean Salisbury,Q100919367,guard,quarterback,0.7667,0.0,-0.7667,P413,0,0.0,1,3,1,1
7413,neutral_new,All Hail King Julien,Q18636697,NBC,Netflix,0.0,0.0,0.0,P449,251,,1,1,3,
7495,neutral_new,Venus Glacier,Q7920592,Europe,Antarctica,0.5,0.1222,-0.3778,P30,1,0.0107,1,2,2,2
7663,neutral_new,Sergey Lavrov,Q58217,French,Russian,0.4667,0.36,-0.1067,P103,971,0.001997,3,2,2,1
7723,neutral_new,Earl King,Q931607,fantasy,blues,0.8,0.0,-0.8,P136,30,0.0,1,3,1,1
7728,neutral_new,Paris Commune,Q133132,English,French,0.2267,0.3867,0.16,P37,1352,0.000464,3,1,3,1
7735,neutral_new,Nokia 1100,Q498806,Dodge,Nokia,0.1026,0.2974,0.1949,P176,276,0.0,2,1,3,1
7877,neutral_new,Lennart Geijer,Q2130664,Ukrainian,Swedish,0.5067,0.1333,-0.3733,P1412,8,0.0,2,2,2,1
7956,neutral_new,Adobe Digital Editions,Q144858,Intel,Adobe,0.2952,0.2857,-0.0095,P178,49,0.001496,2,1,3,1
8021,neutral_new,Split Airport,Q1125392,Sweden,Split,0.0769,0.6308,0.5538,P138,133,8e-05,3,1,3,1
8085,neutral_new,Theni district,Q15196,Germany,India,0.1053,0.5474,0.4421,P17,82,0.000257,3,1,3,1
8102,neutral_new,Santa Maria della Salute,Q52531,Florence,Venice,0.5238,0.0286,-0.4952,P276,156,0.000255,1,2,2,1
8238,neutral_new,Pietro Fanna,Q2274998,goaltender,midfielder,0.4,0.0,-0.4,P413,9,0.0,1,2,2,1
8353,neutral_new,Anna Neagle,Q433044,journalist,actor,0.5556,0.0,-0.5556,P106,321,3.3e-05,1,2,1,1
8395,neutral_new,James Laurinaitis,Q339711,quarterback,linebacker,0.3238,0.3524,0.0286,P413,277,0.006942,3,2,3,2
8460,neutral_new,Ruovesi,Q510636,Catalan,Finnish,0.6222,0.0,-0.6222,P37,11,0.000135,1,3,1,1
8521,neutral_new,Haakon Lie,Q980028,Paris,Oslo,0.4,0.0,-0.4,P20,6,0.0,1,2,2,1
8541,neutral_new,Togo,Q945,Finnish,French,0.1667,0.6556,0.4889,P37,1507,0.0,3,1,3,1
8620,neutral_new,John Bernard Riley,Q916982,opera,jazz,0.8,0.0,-0.8,P136,16,0.0,1,3,1,1
9062,neutral_new,Dominique Bouhours,Q1238179,Russian,French,0.6889,0.0,-0.6889,P103,4,0.0,1,3,1,1
9075,neutral_new,60 Minutes II,Q4641678,PBS,CBS,0.5111,0.1333,-0.3778,P449,27,0.0,2,2,2,1
9079,neutral_new,Daisaku Ikeda,Q467395,Islam,Buddhism,0.6,0.2,-0.4,P140,183,0.003709,2,3,2,1
9294,neutral_new,Christmas Island,Q106080035,Toyota,Christmas,0.1286,0.5571,0.4286,P138,0,0.0,3,1,3,1
9407,neutral_new,Alexei Kovalev,Q102282367,basketball,hockey,0.4667,0.1333,-0.3333,P641,0,0.0,2,2,2,1
9487,neutral_new,CBS Summer Playhouse,Q860038,MTV,CBS,0.5333,0.1778,-0.3556,P449,26,0.000411,2,2,2,1
9510,neutral_new,Ennin,Q732282,Islam,Buddhism,0.6222,0.2667,-0.3556,P140,25,0.012265,2,3,2,2
9539,neutral_new,Twm o'r Nant,Q1767904,Dutch,Welsh,0.0889,0.4556,0.3667,P103,3,0.000259,3,1,3,1
9670,neutral_new,Salman the Persian,Q557378,Christianity,Islam,0.7556,0.2444,-0.5111,P140,368,0.004122,2,3,2,1
9772,neutral_new,Shabbona,Q2254872,Dallas,Morris,0.9167,0.0,-0.9167,P20,5,0.0,1,3,1,1
9790,neutral_new,Bermuda,Q23635,Swedish,English,0.25,0.2833,0.0333,P37,3182,0.008419,2,1,3,2
9832,neutral_new,Axel Witsel,Q151838,quarterback,midfielder,0.1846,0.4462,0.2615,P413,1168,0.0,3,1,3,1
9915,neutral_new,Copenhagen Airport,Q206277,Mars,Copenhagen,0.075,0.5292,0.4542,P138,464,0.0,3,1,3,1
9930,neutral_new,Kasey Keller,Q356814,football,soccer,0.8,0.8,0.0,P641,145,0.090437,3,3,3,3
10038,neutral_new,Alfred Capus,Q198621,Russian,French,0.7667,0.0,-0.7667,P103,2,0.0,1,3,1,1
10040,neutral_new,Cognos,Q1107048,WWE,IBM,0.2133,0.16,-0.0533,P127,41,0.0,2,1,2,1
10052,neutral_new,Nissan Prairie,Q669213,IBM,Nissan,0.55,0.05,-0.5,P176,67,0.0,1,2,2,1
10180,neutral_new,Open Packaging Conventions,Q3353182,Google,Microsoft,0.62,0.0333,-0.5867,P178,19,0.000323,1,3,1,1
10223,neutral_new,Cogeco,Q7887664,Seattle,Montreal,0.5667,0.0,-0.5667,P159,63,0.0,1,2,1,1
10231,neutral_new,Polina Gagarina,Q4131386,politician,actor,0.8,0.0,-0.8,P106,99,0.001238,1,3,1,1
10319,neutral_new,The Michael Richards Show,Q7751238,BBC,NBC,0.5467,0.0,-0.5467,P449,142,0.0,1,2,1,1
10326,neutral_new,Windows 8.1,Q3569290,Apple,Microsoft,0.1939,0.4242,0.2303,P178,818,0.000459,3,1,3,1
10343,neutral_new,Southwest Philadelphia,Q7571337,Greenland,Philadelphia,0.3333,0.5,0.1667,P131,28,0.000838,3,2,3,1
10365,neutral_new,Thomas McCollum,Q89517481,midfielder,goaltender,0.6444,0.0,-0.6444,P413,0,0.0,1,3,1,1
10376,neutral_new,Leo X,Q43922,patriarch,pope,0.3111,0.0222,-0.2889,P39,1106,0.0,1,2,2,1
10440,neutral_new,Tecla Scarano,Q3982413,Hebrew,Italian,0.56,0.3067,-0.2533,P1412,2,0.000411,2,2,2,1
10509,neutral_new,City of Birmingham Symphony Orchestra,Q706774,carbon,Birmingham,0.1394,0.3121,0.1727,P138,28,0.000318,2,1,3,1
10747,neutral_new,Jerzy Zawieyski,Q2510207,London,Warsaw,0.8167,0.0,-0.8167,P20,4,0.0,1,3,1,1
10775,neutral_new,Elis Regina,Q465877,France,Brazil,0.84,0.0,-0.84,P27,141,0.0,1,3,1,1
10845,neutral_new,Antoine Augustin Calmet,Q767668,Russian,French,0.2556,0.1,-0.1556,P103,47,0.000774,1,1,2,1
10881,neutral_new,Logic Studio,Q1142467,Google,Apple,0.5933,0.06,-0.5333,P178,17,0.000286,1,2,1,1
11168,neutral_new,A229 road,Q4649026,Jerusalem,Kent,0.6889,0.0,-0.6889,P131,10,0.0,1,3,1,1
11187,neutral_new,Brett Favre,Q267088,hockey,football,0.25,0.3333,0.0833,P641,3116,0.0,2,1,3,1
11382,neutral_new,Gary Scelzi,Q5525887,Chicago,Fresno,0.9167,0.0,-0.9167,P19,14,0.0,1,3,1,1
11509,neutral_new,Hagia Sophia,Q12506,Berlin,Istanbul,0.2267,0.3533,0.1267,P276,3468,0.000519,3,1,3,1
11678,neutral_new,The Bold Ones,Q7719042,History,NBC,0.3111,0.0,-0.3111,P449,21,5.8e-05,1,2,2,1
11722,neutral_new,Lannemezan,Q383402,Greece,France,0.0939,0.4758,0.3818,P17,30,0.000754,3,1,3,1
11929,neutral_new,Davao Region,Q13694,Boston,Philippines,0.3067,0.2133,-0.0933,P131,202,0.0,2,1,2,1
11976,neutral_new,Gluecifer,Q1248223,Leeds,Oslo,0.7333,0.0,-0.7333,P740,25,0.0,1,3,1,1
11977,neutral_new,Jon Larsen,Q112485126,opera,jazz,0.6,0.0,-0.6,P136,0,0.0,1,3,1,1
12194,neutral_new,Renault Fluence,Q1050584,BMW,Renault,0.1385,0.3538,0.2154,P176,111,0.0,3,1,3,1
12238,neutral_new,Toyota Coaster,Q581385,Microsoft,Toyota,0.1158,0.3719,0.2561,P176,233,0.000211,3,1,3,1
12472,neutral_new,Eleanor Oldroyd,Q5354350,Apple,BBC,0.3667,0.0,-0.3667,P108,16,0.000124,1,2,2,1
12594,neutral_new,Stephen Hough,Q1243635,trumpet,piano,0.6167,0.1333,-0.4833,P1303,70,0.001083,2,3,2,1
12597,neutral_new,Nauka i Zhizn,Q4314276,Chinese,Russian,0.3026,0.2256,-0.0769,P407,3,0.004106,2,1,2,1
12646,neutral_new,Columbia Daily Tribune,Q5149683,Glasgow,Columbia,0.3111,0.2889,-0.0222,P159,6,0.0,2,2,3,1
12671,neutral_new,The Sleeping Car Murders,Q593767,Tamil,French,0.6,0.0,-0.6,P364,32,0.0,1,3,1,1
12736,neutral_new,Canberra International Film Festival,Q5031263,Baltimore,Canberra,0.2714,0.2762,0.0048,P276,2,0.0,2,1,3,1
12837,neutral_new,University of Strathclyde,Q1859178,Houston,Glasgow,0.1667,0.5067,0.34,P159,204,0.0,3,1,3,1
12851,neutral_new,Willie Stargell,Q1054942,soccer,baseball,0.2889,0.1222,-0.1667,P641,409,0.0,1,1,2,1
12923,neutral_new,Big Daddy Weave,Q4905546,Manchester,Mobile,0.7167,0.0,-0.7167,P740,137,0.000343,1,3,1,1
13044,neutral_new,Juan J. Campanella,Q726925,Russian,Spanish,0.2952,0.1143,-0.181,P1412,33,0.001093,1,1,2,1
13070,neutral_new,Battle of Olszynka Grochowska,Q1576383,Jerusalem,Warsaw,0.4333,0.0333,-0.4,P276,57,0.0,1,2,2,1
13101,neutral_new,The Godfather,Q60875410,Swedish,English,0.2556,0.0556,-0.2,P364,0,0.00174,1,1,2,1
13199,neutral_new,Donetsk Oblast,Q2012050,English,Ukrainian,0.5,0.0,-0.5,P37,1724,0.0,1,2,2,1
13215,neutral_new,Julien Augustin Joseph Mermet,Q3189346,Baltimore,Paris,0.0,0.0,0.0,P20,4,0.012688,1,1,3,2
13245,neutral_new,John Brack,Q117680,Rome,Melbourne,0.8444,0.0,-0.8444,P20,15,0.0,1,3,1,1
13328,neutral_new,Park Seo-joon,Q5116234,London,Seoul,0.2222,0.0667,-0.1556,P19,1263,0.0,1,1,2,1
13359,neutral_new,Frankie Knuckles,Q205322,Oslo,Chicago,0.8333,0.0,-0.8333,P20,266,0.0,1,3,1,1
13419,neutral_new,CTV Television Network,Q767221,London,Toronto,0.1333,0.0,-0.1333,P159,352,0.0,1,1,2,1
13494,neutral_new,Tales of Wells Fargo,Q3980406,PBS,NBC,0.0,0.0,0.0,P449,201,,1,1,3,
13729,neutral_new,IBM AIX,Q269856,Microsoft,IBM,0.1846,0.3436,0.159,P178,208,0.001132,2,1,3,1
13733,neutral_new,Hurrem sultan,Q6077715,Christianity,Islam,0.6444,0.0222,-0.6222,P140,0,0.000703,1,3,1,1
13833,neutral_new,Wood Gundy,Q8032214,Vancouver,Toronto,0.4533,0.08,-0.3733,P159,15,0.001765,1,2,2,1
14008,neutral_new,Khadijah bint Khuwaylid,Q42034,Christianity,Islam,0.5,0.1444,-0.3556,P140,963,0.002596,2,2,2,1
14320,neutral_new,Cumhuriyet,Q97012871,French,Turkish,0.4286,0.2857,-0.1429,P407,0,0.000959,2,2,2,1
14404,neutral_new,Sally Seltmann,Q7405288,Scotland,Australia,0.4476,0.0286,-0.419,P27,23,8.4e-05,1,2,2,1
14442,neutral_new,Carpathian Mountains,Q1288,Argentina,Austria,1.0,0.0,-1.0,P17,1320,0.0,1,3,1,1
14492,neutral_new,University of South Florida,Q500606,Geneva,Tampa,0.2593,0.5481,0.2889,P159,500,0.000318,3,1,3,1
14535,neutral_new,Lin Yang-kang,Q6550125,Argentina,Taiwan,0.75,0.0,-0.75,P27,10,0.0,1,3,1,1
14648,neutral_new,Yigal Hurvitz,Q434182,Romanian,Hebrew,0.6133,0.0667,-0.5467,P1412,3,0.0,1,3,1,1
14677,neutral_new,Karl Michael Ziehrer,Q696576,Philadelphia,Vienna,0.6833,0.0,-0.6833,P20,11,0.0,1,3,1,1
14735,neutral_new,Travis Blackley,Q495199,midfielder,pitcher,0.6095,0.0,-0.6095,P413,7,0.0,1,3,1,1
14745,neutral_new,Nathaniel Hawthorne,Q69339,Russian,English,0.2556,0.3222,0.0667,P1412,1283,0.000563,2,1,3,1
14747,neutral_new,Julien Carette,Q1712227,Russian,French,0.7778,0.0,-0.7778,P103,8,0.000493,1,3,1,1
14749,neutral_new,Canada men's national soccer team,Q208635,NATO,FIFA,0.2696,0.2116,-0.058,P463,844,5.9e-05,2,1,2,1
14815,neutral_new,Leo IX,Q58559,bishop,pope,0.5556,0.0,-0.5556,P39,186,0.0,1,2,1,1
14852,neutral_new,Nick Swisher,Q978581,basketball,baseball,0.4267,0.0667,-0.36,P641,463,0.004032,1,2,2,1
14883,neutral_new,Thomas Earnshaw,Q2423581,Egypt,London,0.9778,0.0,-0.9778,P20,25,0.0,1,3,1,1
14907,neutral_new,Real Academia de Bellas Artes de San Fernando,Q1322403,Tokyo,Madrid,0.7111,0.0,-0.7111,P159,31,0.0,1,3,1,1
14997,neutral_new,Nicole Oresme,Q310777,pope,bishop,0.64,0.1333,-0.5067,P39,85,0.006781,2,3,2,2
15064,neutral_new,European Aviation Safety Agency,Q276255,Chicago,Cologne,0.8222,0.0,-0.8222,P159,81,0.0,1,3,1,1
15249,neutral_new,BMW E87,Q796469,Honda,BMW,0.2167,0.2611,0.0444,P176,880,0.002405,2,1,3,1
15291,neutral_new,Turaida,Q2300840,Romania,Latvia,0.25,0.45,0.2,P17,5,0.000281,3,1,3,1
15577,neutral_new,Combat Hospital,Q603496,Belgium,Canada,0.1704,0.363,0.1926,P495,29,0.023965,3,1,3,2
15766,neutral_new,Hauk Aabel,Q3354983,photographer,actor,0.5778,0.0,-0.5778,P106,2,0.0,1,2,1,1
15850,neutral_new,Supervivientes,Q7647314,Paris,Honduras,0.8667,0.0,-0.8667,P276,19,0.0,1,3,1,1
15867,neutral_new,George Robert Gray,Q310456,Munich,London,0.8444,0.0,-0.8444,P20,16,0.0,1,3,1,1
15907,neutral_new,Rob Zombie,Q298255,piano,guitar,0.0,0.0667,0.0667,P1303,4180,0.0,1,1,3,1
15954,neutral_new,Toyota Aygo,Q825358,Renault,Toyota,0.3333,0.36,0.0267,P176,329,0.00011,3,2,3,1
15957,neutral_new,Benedict XVI,Q2494,bishop,pope,0.3333,0.0267,-0.3067,P39,2334,0.0,1,2,2,1
16048,neutral_new,Eurajoki,Q1001783,Dutch,Finnish,0.2556,0.2111,-0.0444,P37,10,0.000104,2,1,3,1
16130,neutral_new,Vietnam,Q881,Antarctica,Asia,0.2033,0.37,0.1667,P30,7298,0.003031,3,1,3,1
16377,neutral_new,Chester railway station,Q2478175,Bern,Chester,0.1111,0.5778,0.4667,P138,36,0.0,3,1,3,1
